m6AIP_SySy_peak_1|ENSMUST00000156816.6|Mrpl15|ENSMUSG00000033845.13|protein_coding_Intron_3	238	238	71.953	0.302324	0.302324
m6AIP_abcam_peak_2|ENSMUST00000118000.7|Rgs20|ENSMUSG00000002459.17|protein_coding_Intron_2	129	0	0	0	0
m6AIP_abcam_peak_3|ENSMUST00000044369.12|Atp6v1h|ENSMUSG00000033793.12|protein_coding_Intron_9	100	100	48.383	0.48383	0.48383
m6AIP_SySy_peak_5a|ENSMUST00000027040.12|Rb1cc1|ENSMUSG00000025907.14|protein_coding_Intron_15	120	120	2.989	0.0249083	0.0249083
m6AIP_SySy_peak_5b|ENSMUST00000027040.12|Rb1cc1|ENSMUSG00000025907.14|protein_coding_Intron_15	111	111	15.021	0.135324	0.135324
m6AIP_abcam_peak_8|ENSMUST00000061280.16|Pcmtd1|ENSMUSG00000051285.17|protein_coding_Intron_1	173	173	16.5	0.0953757	0.0953757
m6AIP_abcam_peak_10|ENSMUST00000061280.16|Pcmtd1|ENSMUSG00000051285.17|protein_coding_Intron_5	105	105	4.064	0.0387048	0.0387048
m6AIP_abcam_peak_19|ENSMUST00000071087.11|Cspp1|ENSMUSG00000056763.16|protein_coding_Intron_21	236	236	32.767	0.138843	0.138843
m6AIP_abcam_peak_28|ENSMUST00000188371.6|Terf1|ENSMUSG00000025925.14|protein_coding_Intron_2	123	123	56.39	0.458455	0.458455
m6AIP_abcam_peak_29|ENSMUST00000188371.6|Terf1|ENSMUSG00000025925.14|protein_coding_Intron_2	111	111	6.335	0.0570721	0.0570721
m6AIP_abcam_peak_33|ENSMUST00000053266.10|Mcm3|ENSMUSG00000041859.10|protein_coding_Intron_6	108	108	1.756	0.0162593	0.0162593
m6AIP_abcam_peak_37|ENSMUST00000027337.14|Fam135a|ENSMUSG00000026153.15|protein_coding_Intron_3	126	126	76.206	0.60481	0.60481
m6AIP_abcam_peak_40|ENSMUST00000186733.6|Phf3|ENSMUSG00000048874.15|protein_coding_Intron_10	141	141	3.485	0.0247163	0.0247163
m6AIP_SySy_peak_31|ENSMUST00000186733.6|Phf3|ENSMUSG00000048874.15|protein_coding_Intron_4	187	187	56.691	0.30316	0.30316
m6AIP_abcam_peak_42|ENSMUST00000186733.6|Phf3|ENSMUSG00000048874.15|protein_coding_Intron_2	130	130	1.12	0.00861538	0.00861538
m6AIP_abcam_peak_43a|ENSMUST00000027312.10|Prim2|ENSMUSG00000026134.11|protein_coding_Intron_7	128	128	0.153	0.00119531	0.00119531
m6AIP_abcam_peak_43b|ENSMUST00000027312.10|Prim2|ENSMUSG00000026134.11|protein_coding_Intron_7	121	121	0.132	0.00109091	0.00109091
m6AIP_abcam_peak_44|ENSMUST00000027312.10|Prim2|ENSMUSG00000026134.11|protein_coding_Intron_5	200	200	0.954	0.00477	0.00477
m6AIP_abcam_peak_48|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	167	167	27.203	0.162892	0.162892
m6AIP_SySy_peak_36a|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	111	111	11.909	0.107288	0.107288
m6AIP_SySy_peak_36b|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	150	150	55.278	0.36852	0.36852
m6AIP_SySy_peak_36c|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	204	204	72.408	0.354941	0.354941
m6AIP_SySy_peak_36d|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	250	250	72.697	0.290788	0.290788
m6AIP_SySy_peak_36e|ENSMUST00000019861.12|Zfp451|ENSMUSG00000042197.13|protein_coding_Intron_3	250	250	247.935	0.99174	0.99174
m6AIP_abcam_peak_50|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_2	143	143	1.883	0.0131678	0.0131678
m6AIP_abcam_peak_51|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_2	180	180	73.653	0.409183	0.409183
m6AIP_abcam_peak_52|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_2	170	170	1.625	0.00955882	0.00955882
m6AIP_abcam_peak_53|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_5	111	111	8.664	0.0780541	0.0780541
m6AIP_abcam_peak_54|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_5	120	0	0	0	0
m6AIP_SySy_peak_37a|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	112	112	87.797	0.783902	0.783902
m6AIP_SySy_peak_37b|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	132	132	83.788	0.634758	0.634758
m6AIP_abcam_peak_57|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	144	144	49.328	0.342556	0.342556
m6AIP_abcam_peak_58|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	111	111	68.881	0.62055	0.62055
m6AIP_SySy_peak_38|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	250	250	145.348	0.581392	0.581392
m6AIP_SySy_peak_39|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	150	150	93.203	0.621353	0.621353
m6AIP_SySy_peak_40|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_35	250	250	187.757	0.751028	0.751028
m6AIP_SySy_peak_47|ENSMUST00000183034.4|Dst|ENSMUSG00000026131.20|protein_coding_Intron_60	163	163	149.349	0.916252	0.916252
m6AIP_abcam_peak_72|ENSMUST00000167518.7|Fam168b|ENSMUSG00000037503.12|protein_coding_Intron_2	161	161	1.278	0.00793789	0.00793789
m6AIP_abcam_peak_78|ENSMUST00000186470.1|Kansl3|ENSMUSG00000010453.12|protein_coding_Intron_2	160	160	16.267	0.101669	0.101669
m6AIP_abcam_peak_80|ENSMUST00000115011.7|Lman2l|ENSMUSG00000001143.13|protein_coding_Intron_1	116	116	0.179	0.0015431	0.0015431
m6AIP_abcam_peak_82|ENSMUST00000170295.7|Fam178b|ENSMUSG00000046337.17|protein_coding_Intron_10	106	0	0	0	0
m6AIP_abcam_peak_83|ENSMUST00000194563.5|Tmem131|ENSMUSG00000026116.11|protein_coding_Intron_32	201	201	6.203	0.0308607	0.0308607
m6AIP_abcam_peak_84|ENSMUST00000194563.5|Tmem131|ENSMUSG00000026116.11|protein_coding_Intron_16	121	121	0.258	0.00213223	0.00213223
m6AIP_abcam_peak_85|ENSMUST00000194563.5|Tmem131|ENSMUSG00000026116.11|protein_coding_Intron_5	186	0	0	0	0
m6AIP_SySy_peak_59|ENSMUST00000194563.5|Tmem131|ENSMUSG00000026116.11|protein_coding_Intron_5	100	100	7.438	0.07438	0.07438
m6AIP_SySy_peak_62|ENSMUST00000027251.11|Rev1|ENSMUSG00000026082.11|protein_coding_Intron_13	142	0	0	0	0
m6AIP_abcam_peak_91|ENSMUST00000194746.5|Rpl31|ENSMUSG00000073702.11|protein_coding_Intron_2	104	104	0.219	0.00210577	0.00210577
m6AIP_abcam_peak_93|ENSMUST00000062525.10|Rnf149|ENSMUSG00000048234.13|protein_coding_Intron_1	176	176	48.626	0.276284	0.276284
m6AIP_abcam_peak_94|ENSMUST00000163854.8|Map4k4|ENSMUSG00000026074.15|protein_coding_Intron_2	158	158	8.545	0.0540823	0.0540823
m6AIP_abcam_peak_95|ENSMUST00000163854.8|Map4k4|ENSMUSG00000026074.15|protein_coding_Intron_6	175	175	10.897	0.0622686	0.0622686
m6AIP_SySy_peak_66b|ENSMUST00000057208.12|Mrps9|ENSMUSG00000060679.14|protein_coding_Intron_8	136	136	7.779	0.0571985	0.0571985
m6AIP_SySy_peak_66c|ENSMUST00000057208.12|Mrps9|ENSMUSG00000060679.14|protein_coding_Intron_8	206	206	5.063	0.0245777	0.0245777
m6AIP_SySy_peak_66d|ENSMUST00000057208.12|Mrps9|ENSMUSG00000060679.14|protein_coding_Intron_8	181	181	2.87	0.0158564	0.0158564
m6AIP_abcam_peak_99|ENSMUST00000126008.7|Uxs1|ENSMUSG00000057363.12|protein_coding_Intron_8	100	0	0	0	0
m6AIP_abcam_peak_100|ENSMUST00000126008.7|Uxs1|ENSMUSG00000057363.12|protein_coding_Intron_5	137	137	12.175	0.0888686	0.0888686
m6AIP_abcam_peak_103|ENSMUST00000114513.8|Gls|ENSMUSG00000026103.14|protein_coding_Intron_14	111	111	0.229	0.00206306	0.00206306
m6AIP_SySy_peak_76a|ENSMUST00000114513.8|Gls|ENSMUSG00000026103.14|protein_coding_Intron_14	169	169	167.27	0.989763	0.989763
m6AIP_SySy_peak_76b|ENSMUST00000114513.8|Gls|ENSMUSG00000026103.14|protein_coding_Intron_14	109	109	108.894	0.999028	0.999028
m6AIP_abcam_peak_104a|ENSMUST00000114513.8|Gls|ENSMUSG00000026103.14|protein_coding_Intron_1	107	107	10.52	0.0983178	0.0983178
m6AIP_abcam_peak_104b|ENSMUST00000114513.8|Gls|ENSMUSG00000026103.14|protein_coding_Intron_1	117	117	5.776	0.0493675	0.0493675
m6AIP_abcam_peak_111|ENSMUST00000050567.10|1700019D03Rik|ENSMUSG00000043629.12|protein_coding_Intron_1	186	186	33.991	0.182747	0.182747
m6AIP_abcam_peak_112|ENSMUST00000027267.13|Pms1|ENSMUSG00000026098.13|protein_coding_Intron_4	123	123	1.542	0.0125366	0.0125366
m6AIP_abcam_peak_115|ENSMUST00000027202.8|Sgo2a|ENSMUSG00000026039.9|protein_coding_Intron_5	106	106	12.684	0.11966	0.11966
